ppd_id,fy,EEGroupID,TierID,source_membership,notes_membership,beneficiaries_DisabilityRetirees,beneficiaries_DependentSurvivors,actives_tot,ActiveSalaries,ActiveAge_avg,ActiveTenure_avg,ActiveSalary_avg,InactiveVestedMembers,InactiveNonVested,beneficiaries_tot,benefits_tot,BeneficiaryAge_avg,BeneficiaryBenefit_avg,beneficiaries_ServiceRetirees,benefits_ServiceRetirees,ServiceRetireeAge_avg,ServiceRetireeBenefit_avg,ServiceRetAge_avg,ServiceRetTenure_avg,ServiceRetBenefit_avg,benefits_DisabilityRetirees,beneficiaries_survivors,beneficiaries_SpousalSurvivors,beneficiaries_other,DROPMembers,OtherMembers,TotMembership,ActiveSalary_avg_est,BeneficiaryBenefit_avg_est
70,2008,0,0,,,1432,,50988,2308320.8,45.700001,10.6,45.271999,1423,,22870,400440,,17.509001,19510,351619.91,68,18.023001,,,,25188.738,1928,,0,,,75281,0,0
70,2009,0,0,,,1455,,51032,2448287,46,10.9,47.976002,1391,,24501,443325,,18.094,21044,392110.22,68,18.632999,,,,26002.365,2002,,0,,,76924,0,0
70,2010,0,0,,,1474,,50467,2481383.5,46.299999,11.1,49.167999,1515,,25845,482055,,18.652,22248,427718.78,68,19.225,,,,26945.959,2123,,0,,,77827,0,0
70,2011,0,0,,,1511,,49738,2517779.5,46.599998,11.4,50.620998,1496,,27130,514348,,18.959,23390,457444.78,69,19.556999,,,,27994.176,2229,,0,,,78364,0,0
70,2012,0,0,,,1542,,48625,2487757.5,46.900002,11.8,51.161999,1372,,28454,544018,,19.118999,24622,484434.16,69,19.674999,,,,29220.457,2290,,0,,,78451,0,0
70,2013,0,0,,,1558,,48688,2501741.8,47,12,51.382999,1261,7273,29729,573145,,19.278999,25785,511111.81,69,19.822001,,,,29774.641,2386,,0,,,79678,0,0
70,2014,0,0,,,1561,,48307,2507898.8,47.099998,12.1,51.916,1297,8102,31054,602669,,19.407129,26958,537980.5,69,19.955999,,,,30088.287,2535,,0,,,80658,0,1
70,2015,0,0,,,1586,,47812,2575031.3,47,12.2,53.856998,1999,8690,31350,,,20.137545,27114,570043.19,69,19.219999,,,,30483.174,2650,,0,,,81161,0,1
70,2016,0,0,,,1600,,48069,2601403.5,46.900002,12.1,54.118,1785,9528,32776,,,20.45277,28403,608332.88,70,19.452999,,,,31124.305,2773,,0,,,82630,0,1
71,2001,0,0,,,,,280828,9161707,,,32.623909,2057,,104925,1038880.1,,9.9011679,104925,1038880.1,,,,,,,,,0,,,387810,1,1
71,2002,0,0,,,,,290969,9763792,,,33.556126,1997,,107549,1221794,,11.360348,107549,1221794,,,,,,,,,0,,,400515,1,1
71,2003,0,0,,,,,295147,10142067,,,34.362766,1843,,114702,1427635.8,,12.446477,114702,1427635.8,,,,,,,,,0,,,411692,1,1
71,2004,0,0,,,,,302962,10659757,,,35.185127,1827,,117363,1524572.9,,12.990234,117363,1524572.9,,,,,,,,,0,,,422152,1,1
71,2005,0,0,,,,,310932,11259108,,,36.210838,1850,,121166,1635940,,13.501642,121166,1635940,,,,,,,,,0,,,433948,1,1
71,2006,0,0,,,,,317740,11854957,,,37.310246,1816,,124776,1764757.8,,14.143407,124776,1764757.8,,,,,,,,,0,,,444332,1,1
71,2007,0,0,,,,,319253,12357774,,,38.708405,1593,,129093,1931130,,14.959215,129093,1931130,,,,,,,,,0,,,449939,1,1
71,2008,0,0,,,,,319182,12771032,,,40.011757,1538,,133017,2065934.5,,15.531357,133017,2065934.5,,,,,,,,,0,,,453737,1,1
71,2009,0,0,,,,,316849,12945485,,,40.856953,1433,,137186,2275404.5,,16.586273,137186,2275404.5,,,,,,,,,0,,,455468,1,1
71,2010,0,0,,,,,309099,12940941,,,41.866653,1238,,140735,2399612.3,,17.050571,140735,2399612.3,,,,,,,,,0,,,451072,1,1
71,2011,0,0,,,,,291826,12690632,,,43.48698,1133,,148085,2675144,,18.064922,148085,2675144,,,,,,,,,0,,,441044,1,1
71,2012,0,0,,,,,280158,12529470,,,44.72287,1032,,152593,2829088.3,,18.540092,152593,2829088.3,,,,,,,,,0,,,433783,1,1
71,2013,0,0,,,13270,,272846,12491615,,,45.782658,896,,156514,,,19.428768,129793,,,,,,,,13451,,0,,,430256,1,1
71,2014,0,0,,,13610,,266526,12512158,,,46.945354,730,,160716,,,19.497759,133245,,,,,,,,13861,,0,,,427972,1,1
71,2015,0,0,,,13773,,259161,12453207,,,48.05201,703,,166637,,,19.381826,138700,,,,,,,,14164,,0,,,426501,1,1
71,2016,0,0,,,13847,,254685,12447987,,,48.876011,650,,170124,,,20.08024,141949,,,,,,,,14328,,0,,,425459,1,1
72,2001,0,0,,,2949,,43019,2618701,39.099998,12.5,60.873001,60,,24319,777135.19,,31.955885,16771,635064.25,,,,,,59797.77,4599,,0,,,67398,0,1
72,2002,0,0,,,3184,,43591,2754338.3,39.299999,12.6,63.186001,66,,25501,846327.13,,33.187996,17273,682306.56,,,,,,73202.719,5044,,0,,,69158,0,1
72,2003,0,0,,,3449,,43978,2896833.5,39.299999,12.8,65.870003,64,,26682,910431.19,,34.121552,17858,727289.88,,,,,,79447.266,5375,,0,,,70724,0,1
72,2004,0,0,,,3661,,44196,3029516.3,39.5,13,68.546997,61,,27871,982959,,35.268166,18446,779568.19,,,,,,88719.078,5764,,0,,,72128,0,1
72,2005,0,0,,,3932,,44211,3164022.8,39.599998,13.2,71.566002,64,,29257,1069566.1,,36.557613,19207,843664.75,,,,,,100518.94,6118,,0,,,73532,0,1
72,2006,0,0,,,4159,,44825,3345813.8,39.700001,13.3,74.641998,59,,30428,1157650.3,,38.045559,19848,907585.06,,,,,,112825.45,6421,,0,,,75312,0,1
72,2007,0,0,,,4371,,45131,3530476,39.799999,13.3,78.226997,59,,30583,1266212.4,,41.402493,20636,,,,,,,,5576,,0,,,75773,0,1
72,2008,0,0,,,4557,,45466,3696730.3,39.799999,13.4,81.307999,58,,31763,1361303.6,,42.858158,21399,,,,,,,,5807,,0,,,77287,0,1
72,2009,0,0,,,4733,,45150,3747580.5,40.099998,13.7,83.002998,61,,32860,1481966,,45.099392,22125,,,,,,,,6002,,0,,,78071,0,1
72,2010,0,0,,,4898,,44204,3798183.3,40.299999,13.9,85.924004,57,,34335,1591194.5,,46.34322,23205,,,,,,,,6232,,0,,,78596,0,1
72,2011,0,0,,,5067,,41999,3751486.3,40.5,14.1,89.322998,55,,36284,1757015.6,,48.423977,24870,,,,,,,,6347,,0,,,78338,0,1
72,2012,0,0,,,5275,,40819,3761277.5,40.700001,14.3,92.144997,55,,37807,1867803.5,,49.403641,25874,,,,,,,,6658,,0,,,78681,0,1
72,2013,0,0,,,5424,,40372,3765282.5,,,93.264702,58,,39137,,,50.322426,26946,,,,,,,,6767,,0,,,79567,1,1
72,2014,0,0,,,5551,,40106,3775845.8,40.799999,14.3,94.147003,55,,42576,,,49.247356,27801,,,,,,,,9224,,0,,,82737,0,1
72,2015,0,0,,,5640,,40359,3790648.3,40.5,13.9,93.922997,51,,44252,,,48.848591,29044,,,,,,,,9568,,0,,,84662,0,1
72,2016,0,0,,,5743,,40789,3828524.3,40.299999,13.7,93.862,47,,45625,,,49.923573,29974,,,,,,,,9908,,0,,,86461,0,1
73,2001,0,0,,,1976,,135850,7317894,,,46.397999,1217,,53892,1282856.6,,23.804213,48785,1202870.4,71,27.657,,,,35352.918,3131,,0,,,190959,0,1
73,2002,0,0,,,2032,,142160,7766084,,,47.302502,1161,,56237,1534472.6,,27.28582,50907,1439037.1,70.800003,28.268,,,,41359.301,3298,,0,,,199558,0,1
73,2003,0,0,,,2171,,145882,8161471.5,,,48.5495,1030,,59331,1684758.6,,28.395926,53709,1579974.8,70.5,24.657,,,,45623.734,3451,,0,,,206243,0,1
73,2004,0,0,,,2273,,149097,8552031,,,49.912498,925,,61993,1831764,,29.547916,56100,1717126.9,70.5,30.608,,,,49562.156,3620,,0,,,212015,0,1
73,2005,0,0,,,2370,,151873,84990288,,,51.540001,903,,65445,2016612.1,,30.813845,59301,1892492.5,70.300003,31.913,,,,53313.285,3774,,0,,,218221,0,1
73,2006,0,0,,,2447,,153888,9326750,,,53.159,853,,68614,2210849,,32.221542,62212,2075424.4,70.199997,33.361,,,,57324.719,3955,,0,,,223355,0,1
73,2007,0,0,,,2534,,155096,9676260,,,54.700001,751,,71997,2427632.8,,33.718525,65347,2280902.5,70.199997,34.903999,,,,61422.715,4116,,0,,,227844,0,1
73,2008,0,0,,,2625,,156087,10040685,,,56.4715,655,,75413,2627478.3,,34.841183,68479,2469099,70.300003,36.056,,,,65403.887,4309,,0,,,232155,0,1
73,2009,0,0,,,2674,,157109,10353262,,,57.867001,568,,78214,2842667.8,,36.344742,71000,2670513.8,70.5,37.612999,,,,69112.234,4540,,0,,,235891,0,1
73,2010,0,0,,,2741,,157023,10659242,,,59.884998,477,,80237,2957518.3,,36.859779,72797,2776654.3,70.800003,38.141998,,,,72028.969,4699,,0,,,237737,0,1
73,2011,0,0,,,2855,,151115,10416455,,,61.099499,420,,85912,3285419.8,,38.241688,78140,3090549.3,70.699997,39.550999,,,,76650.195,4917,,0,,,237447,0,1
73,2012,0,0,,,2946,,150200,10488891,,,62.112499,392,,89308,3462975.8,,38.77565,81209,3256792.8,70.900002,40.104,,,,80328.023,5153,,0,,,239900,0,1
73,2013,0,0,,,3085,,151318,10706357,,,70.754021,351,,91729,3591007.5,,39.148006,82526,,,,,,,,6118,,0,,,243398,1,1
73,2014,0,0,,,3190,,152812,10505914,,,68.75058,276,,94822,3750680.3,,39.554958,85209,,,,,,,,6423,,0,,,247910,1,1
73,2015,0,0,,,3298,,153452,10305472,,,67.157623,210,,98230,3916956.3,,39.875355,88238,,,,,,,,6694,,0,,,251892,1,1
73,2016,0,0,,,3430,,154163,10436205,,,67.695915,222,,101246,4067575,,40.175167,90822,,,,,,,,6994,,0,,,255631,1,1
74,2001,0,0,,,885,,43297,1318274.5,41.799999,8.3000002,30.447001,,,18037,309090.47,,17.136,16416,293303.41,,17.867001,,,,9137.1641,736,,0,,,61334,0,0
74,2002,0,0,,,780,,44030,1396209,42.099998,8.3999996,31.709999,,,18724,337043.56,,18.000999,17172,320979.53,,17.410999,,,,8578.7842,772,,0,,,62754,0,0
74,2003,0,0,,,816,,43958,1437357.3,42.400002,8.6000004,32.698002,,,19630,371097.63,,18.905001,18022,353733.75,,19.628,,,,9387.8164,792,,0,,,63588,0,0
74,2004,0,0,,,863,,45147,1499069.5,42.599998,8.5,33.203999,,,20730,412515.09,,19.899,19044,393647.19,,20.67,,,,10141.597,823,,0,,,65877,0,0
74,2005,0,0,,,932,,47711,1607838.8,42.599998,7.9000001,33.700001,,,21396,437138.22,,20.431,19676,417536.19,,21.221001,,,,10954.882,788,,0,,,69107,0,0
74,2006,0,0,,,896,,51606,1774918.5,42.299999,7.5,34.394001,,,22562,480396.94,,21.292,20817,460044.59,,22.099001,,,,10812.333,849,,0,,,74168,0,0
74,2007,0,0,,,945,,51547,1908519.6,42.299999,8,37.025002,,,23700,525546.5,,22.174999,21886,503446.06,,23.003,,,,11923.197,869,,0,,,75247,0,0
74,2008,0,0,,,935,,52401,1965064.1,42.5,8,37.500999,,,24763,570001.81,,23.018,22918,546892.06,,23.863001,,,,12.025475,910,,0,,,77164,0,0
74,2009,0,0,,,950,,53762,2081259.5,42.599998,8,38.712002,,,25793,615918.5,,23.879,23905,591299.56,,24.735001,,,,12555.787,938,,0,,,79555,0,0
74,2010,0,0,,,772,,49097,1993516.9,43.400002,8.8299999,40.604,4249,4093,27089,671618,65.849998,24.792999,22736,608687.75,65.839996,26.771999,,,,10696.98,3581,,0,,,80435,0,0
74,2011,0,0,,,820,,48057,1935013.8,43.740002,9.1300001,40.264999,4029,5134,28526,735151.63,65.949997,25.771,24046,666870.38,65.959999,27.733,,,,11989.648,3660,,0,,,80612,0,0
74,2012,0,0,,,856,,48483,1994280.1,43.68,8.9899998,41.133999,4349,2208,30066,798543,66.089996,26.559999,25433,724950.25,66.110001,28.504,,,,12741.219,3777,,0,,,82898,0,0
74,2013,0,0,,,958,,50012,2049737.5,,,40.985001,4546,3192,31863,872433.38,,27.381001,26949,,,,,,,,3956,,0,,,86421,0,0
74,2014,0,0,,,1072,,49288,2102265.3,,,42.653,4950,4932,33562,938822.75,,27.973,28390,,,,,,,,4100,,0,,,87800,0,0
74,2015,0,0,,,1142,,49173,2248254.3,,,45.721001,5016,6618,35672,994731.25,,27.885,30183,,,,,,,,4347,,0,,,89861,0,0
74,2016,0,0,,,1236,,48693,2135171.5,,,43.849659,5179,9896,37206,1049143.8,,28.198,31473,,,,,,,,4497,,0,,,91078,1,0
75,2001,0,0,,,580,,60155,182000,44.900002,9.1999998,30.247999,4800,13401,22191,339158.22,,15.288,19930,317670.31,,15.939,,,,4235.9038,1681,,0,,,87146,0,0
75,2002,0,0,,,589,,61091,1979000,45.200001,9.3000002,32.387001,5217,14714,23052,363888.41,,15.78,20699,340775.75,,16.462999,,,,4405.6172,1764,,0,,,89360,0,0
75,2003,0,0,,,598,,62614,2032000,45.299999,9.3000002,32.459999,5391,15686,24085,,,16.511999,21620,372397.63,,17.225,,,,22823.021,1867,,0,,,92090,0,0
75,2004,0,0,,,629,,62901,2142000,45.599998,9.3999996,34.061001,5955,17672,24947,,,17.040001,22363,397132.03,,17.757999,,,,20638.203,1955,,0,,,93803,0,0
75,2005,0,0,,,659,,63362,2209000,45.599998,9.3000002,34.865002,6340,19088,26100,,,17.591999,23397,429368.13,,18.351,,,,5493.1758,2044,,0,,,95802,0,0
75,2006,0,0,,,679,,61829,2219000,45.700001,9.1999998,35.896,8369,21581,28539,,,17.664,25648,471186.31,,18.371,,,,5928.1382,2212,,0,,,98737,0,0
75,2007,0,0,,,703,,62687,2341000,45.900002,9.3000002,37.347,8298,21644,29969,,,18.275999,26955,512583.75,,19.016001,,,,6264.7988,2311,,0,,,100954,0,0
75,2008,0,0,,,719,,63698,2492000,46.099998,9.3999996,39.118,8408,21574,31192,,,18.792,28064,548853.38,,19.556999,,,,6591.7979,2409,,0,,,103298,0,0
75,2009,0,0,,,745,,63819,2586000,46.299999,9.6000004,40.516998,8459,22115,32496,,,19.284,29234,586490.13,,20.062,,,,6941.248,2517,,0,,,104774,0,0
75,2010,0,0,,,759,,63295,2576000,46.5,9.6999998,40.695,9054,22782,33747,,,19.535999,30377,617272.94,,20.32,,,,7132.5229,2611,,0,,,106096,0,0
75,2011,0,0,,,774,,61673,2524000,46.799999,10,40.923,9333,23678,35457,,,20.028,31974,665619328,,20.818001,,,,7418.0718,2709,,0,,,106463,0,0
75,2012,0,0,,,786,,60855,2495000,47,10,41.004002,9648,24384,37336,,,20.568001,33741,720860.75,,21.365,,,,7683.7178,2809,,0,,,107839,0,0
75,2013,0,0,,,,,61177,2516874.3,47,9.8999996,41.140999,8615,25482,40310,,,21.204,40310,,,,,,,,,,0,,,110102,0,0
75,2014,0,0,,,,,61173,2538882.8,46.599998,9.8000002,41.502998,9113,27476,42246,,,21.48,42246,,,,,,,,,,0,,,112532,0,0
75,2015,0,0,,,,,60998,2610297,46.5,9.6999998,42.792999,9513,31535,44043,,,20.905828,44043,,,,,,,,,,0,,,114554,0,1
75,2016,0,0,,,,,60057,2538882.8,46.599998,9.8000002,41.502998,10219,34009,45797,,,21.261297,45797,,,,,,,,,,0,,,116073,0,1
76,2001,0,0,,,,,147199,8515270,,,48.882,2980,,123958,2282623,18.414,18.414488,123958,,,,,,,,,,0,,,274137,0,1
76,2002,0,0,,,,,177511,8901110,,,50.144001,3815,,123477,2347459,19.011,19.011305,123477,,,,,,,,,,0,,,304803,0,1
76,2003,0,0,,,,,173434,8807619,,,50.784,4592,,128025,2536286.3,19.811001,19.810867,128025,,,,,,,,,,0,,,306051,0,1
76,2004,0,0,,,,,174997,9157412,,,52.238998,5888,,127345,2605948.5,20.464001,20.46369,127345,,,,,,,,,,0,,,308230,0,1
76,2005,0,0,,,,,175332,9670786,,,55.157001,6775,29717,127714,2676047.8,20.952999,20.953442,127714,,,,,,,,,,0,,,309821,0,1
76,2006,0,0,,,,,178741,10128689,,,56.667,7302,29119,128863,2775134,21.548,21.535538,128863,,,,,,,,,,0,,,314906,0,1
76,2007,0,0,,,,,180482,10761963,,,59.629002,7896,29753,129281,2906243.5,22.48,22.480051,129281,,,,,,,,,,0,,,317659,0,1
76,2008,0,0,,,,,183654,11305974,,,61.561001,8774,24265,130664,2987069.5,22.861,22.860693,130664,,,,,,,,,,0,,,323092,0,1
76,2009,0,0,,,,,186284,11880994,,,63.778999,8867,21513,131031,3063854.8,23.382999,23.382671,131031,,,,,,,,,,0,,,326182,0,1
76,2010,0,0,,,,,184982,12101417,,,65.418999,8941,19332,132487,3192685.8,24.098,24.098106,132487,,,,,,,,,,0,,,326410,0,1
76,2011,0,0,,,,,182021,12233573,,,67.209999,8914,18969,135468,3352398.3,24.747,24.74679,135468,,,,,,,,,,0,,,326403,0,1
76,2012,0,0,,,,,187114,12478130,,,66.686996,8880,16353,137987,3531440.8,24.747,25.592562,137987,,,,,,,,,,0,,,333981,0,1
76,2013,0,0,,,,,185971,12419720,,,66.782997,10086,16482,139399,3659528.3,24.747,26.252184,139399,,,,,,,,,,0,,,335456,0,1
76,2014,0,0,,,,,184762,12693712,,,68.703003,9674,16527,142095,3828587.3,24.747,26.943855,142095,,,,,,,,,,0,,,336531,0,1
76,2015,0,0,,,,,184762,12693712,,,68.703003,9674,16527,142095,3828587.3,,26.943855,142095,,,,,,,,,,0,,,336531,0,0
76,2016,0,0,,,,,184762,12693712,,,68.703003,9674,16527,142095,3828587.3,,26.943855,142095,,,,,,,,,,0,,,336531,0,0
77,2001,0,0,,,,,95381,5015449,,,52.583,3598,,51980,17480062,,33.382,51980,17480062,,33.382,,,,,,,0,,,150959,0,0
77,2002,0,0,,,,,95678,5469239.5,,,57.162998,3981,,54562,1822732.5,,33.407001,54562,1822732.5,,33.407001,,,,,,,0,,,154221,0,0
77,2003,0,0,,,,,97986,5828756.5,,,59.486,4307,,58133,2030683.6,,34.931999,58133,2030683.6,,34.931999,,,,,,,0,,,160426,0,0
77,2004,0,0,,,,,105391,6219808.5,,,59.016998,4754,,62728,2392577.5,,38.141998,62728,2392577.5,,38.141998,,,,,,,0,,,172873,0,0
77,2005,0,0,,,,,104850,6273910,,,59.837002,5172,12638,65168,2588036.3,,39.713001,65168,2588036.3,,39.713001,,,,,,,0,,,175190,0,0
77,2006,0,0,,,,,109992,6978725.5,,,63.448002,5801,10604,67576,2763758.3,,40.898998,67576,2763758.3,,40.898998,,,,,,,0,,,183369,0,0
77,2007,0,0,,,,,109868,7222471,,,65.737999,6004,10666,68492,2931295.3,,42.798,68492,2931295.3,,42.798,,,,,,,0,,,184364,0,0
77,2008,0,0,,,,,112472,7926647.5,,,70.476997,7080,10891,69775,2941612.3,,42.159,69775,2941612.3,,42.159,,,,,,,0,,,189327,0,0
77,2009,0,0,,,,,113132,8016635.5,,,70.861,7486,8689,70825,2874313.3,,40.583,70825,2874313.3,,40.583,,,,,,,0,,,191443,0,0
77,2010,0,0,,,,,111647,7979671.5,,,71.472,8170,10803,72356,3017755.5,,41.707001,72356,3017755.5,,41.707001,,,,,,,0,,,192173,0,0
77,2011,0,0,,,,,109636,7888203.5,,,71.948997,8932,10938,74064,3228919.5,,43.596001,74064,3228919.5,,43.596001,,,,,,,0,,,192632,0,0
77,2012,0,0,,,,,112460,8013395,,,71.255997,9868,9689,76539,3228919.5,,58.630856,76539,3228919.5,,43.596001,,,,,,,0,,,198867,0,1
77,2013,0,0,,,,,112481,805009.75,,,71.568001,10867,6683,78177,3228919.5,,59.700844,78177,3228919.5,,43.596001,,,,,,,0,,,201525,0,1
77,2014,0,0,,,,,111726,8274685.5,,,74.061996,10867,6683,80419,3228919.5,,47.479427,78177,3228919.5,,43.596001,,,,,,,0,,,201525,0,1
77,2015,0,0,,,,,114652,8274685.5,,,70.426353,,,82777,,,48.615822,,,,,,,,,,,,,,,1,1
77,2016,0,0,,,,,114652,8274685.5,,,70.426353,,,82777,,,48.615822,,,,,,,,,,,,,,,0,0
78,2001,0,0,,,1860,,234350,10581200,,,56.196999,,,106123,3004170.5,,28.308001,100089,,,,,,,,4174,,0,,,340473,0,0
78,2002,0,0,,,1891,,242834,11171500,,,57.307999,,,110858,3258960.3,,29.398001,104653,,,,,,,,4314,,0,,,353692,0,0
78,2003,0,0,,,1915,,247247,11427100,,,58.497002,,,118308,3671520.5,,31.034,111936,,,,,,,,4457,,0,,,365555,0,0
78,2004,0,0,,,1932,,254515,11766700,,,59.917999,,,121246,3961565.3,,32.674,114910,,,,,,,,4404,,0,,,375761,0,0
78,2005,0,0,,,1952,,260356,12163700,,,61.542999,,,125325,4236864,,33.806999,118879,,,,,,,,4494,,0,,,385681,0,0
78,2006,0,0,,,2007,,264410,12518000,,,62.549,,,129587,4510350,,34.806,122947,,,,,,,,4633,,0,,,393997,0,0
78,2007,0,0,,,2044,,270045,13083000,,,64.651001,,,133356,4779638,,35.841,126547,,,,,,,,4765,,0,,,403401,0,0
78,2008,0,0,,,2059,,274901,13690100,,,66.487999,,,136706,5032946.5,,36.816002,129755,,,,,,,,4892,,0,,,411607,0,0
78,2009,0,0,,,2058,,280338,14366400,42,8.5,68.737,,,139297,5256135.5,,37.733002,132229,,,,,,,,5010,,0,,,419635,0,0
78,2010,0,0,,,2066,,285774,14792100,,,71.224998,,,141716,5455154,,38.493999,134560,,,,,,,,5090,,0,,,427490,0,0
78,2011,0,0,,,2060,,280435,14732900,,,72.946999,,,146843,5826583,,39.679001,139573,,,,,,,,5210,,0,,,427278,0,0
78,2012,0,0,,,2075,,277273,14640800,42.599998,11,52.802834,,,149812,6049384.5,,40.380001,142363,,,,,,,,5374,,0,,,427085,1,0
78,2013,0,0,,,,,273328,14647800,,,53.590557,,,152822,6272678.5,,41.04565,152822,,,,,,,,,,0,,,426150,1,1
78,2014,0,0,,,,,270039,14771300,,,54.700619,,,155931,6494493,,41.649788,155931,,,,,,,,,,0,,,425970,1,1
78,2015,0,0,,,2104,,267715,15021400,,,56.109669,,,158458,6685491.5,,42.190937,150504,,,,,,,,5850,,0,,,426173,1,1
78,2016,0,0,,,2127,,266350,15431,,,.057935048,,,161148,6881644.5,,42.703876,153036,,,,,,,,5985,,0,,,427498,1,1
79,2001,0,0,,,5852,,118580,3597768.8,,,30.340435,,,31352,392704.94,,12.525674,21636,278494.97,,,,,,64020.906,3864,,0,,,149932,1,1
79,2002,0,0,,,6212,,117654,3746396.3,,,31.842489,18294,,32951,431080.53,,13.082472,22763,306921.94,,,,,,92033.875,3976,,0,,,168899,1,1
79,2003,0,0,,,6528,,119755,3898476,,,32.553764,16664,,34861,487542.13,,13.985316,24183,349902.69,,,,,,101435.54,4150,,0,,,171280,1,1
79,2004,0,0,,,6842,,121262,4088169.8,,,33.713528,16503,,36728,525195.63,,14.299598,25592,379886.91,,,,,,107152.18,4294,,0,,,174493,1,1
79,2005,0,0,,,7130,,123015,4241334,,,34.478184,18240,,38448,574977.25,,14.954673,26895,419247.28,,,,,,114820.29,4423,,0,,,179703,1,1
79,2006,0,0,,,6930,,124844,4468393.5,,,35.791817,20762,,40574,639327.25,,15.757068,29088,479404.13,,,,,,115621.97,4556,,0,,,186180,1,1
79,2007,0,0,,,7630,,127959,4750682.5,,,37.126598,24907,,42408,689369.31,,16.255644,30133,512872.69,,,,,,129628.03,4645,,0,,,195274,1,1
79,2008,0,0,,,7751,,123524,4974741.5,,,40.273479,35276,,44311,744668.69,,16.805504,31700,560276.13,,,,,,134035.28,4860,,0,,,203111,1,1
79,2009,0,0,,,7817,,123398,5184128,43.73,9.7700005,42.011444,38076,,46557,795849.69,67.620003,17.094093,33623,605628.75,68.879997,,,,,136367.17,5117,,0,,,208031,1,1
79,2010,0,0,,,8080,,122585,5113742,43.939999,10.02,41.715885,41077,,49204,853376.88,67.669998,17.343649,35840,655275,68.830002,,,,,141629.92,5284,,0,,,212866,1,1
79,2011,0,0,,,8239,,121638,5106766,44.110001,10.26,41.983002,44350,,51700,908961.19,67.800003,17.581455,38038,705569,38.860001,,,,,145038.61,5423,,0,,,217688,0,1
79,2012,0,0,,,,,122270,5426763.5,,,44.383442,47663,,54547,972478.81,,17.828274,54547,,,,,,,,,,0,,,224480,1,1
79,2013,0,0,,,,,123455,5556274,,,45.006474,50998,,57405,1039032.8,,18.10004,57405,,,,,,,,,,0,,,231858,1,1
79,2014,0,0,,,,,123184,5331287.5,,,43.279057,55298,,60408,1108688.6,,18.35334,60408,,,,,,,,,,,,,238890,1,1
79,2015,0,0,,,,,124974,5541839.5,,,44.343941,59289,,63110,1181580.9,,18.722561,63110,,,,,,,,,,,,,247373,1,1
79,2016,0,0,,,,,124974,5541839.5,,,44.343941,59289,,63110,1181580.9,,18.722561,63110,,,,,,,,,,,,,247373,0,0
80,2001,0,0,,,6352,,297252,9494603,,,31.941259,52088,,112482,1825374.3,,16.228146,96263,1630757,,,,,,96639.859,9867,,0,,,461822,1,1
80,2002,0,0,,,6369,,296377,9734448,,,32.844814,58510,,118129,2004346.9,,16.967442,101646,1798703.6,,,,,,101621.12,10114,,0,,,473016,1,1
80,2003,0,0,,,6339,,303768,10082153,,,33.190308,52755,,123077,2147805.5,,17.450909,106389,1932322.9,,,,,,105242.04,10349,,0,,,479600,1,1
80,2004,0,0,,,6271,,311612,10366137,,,33.266167,52580,,128577,2315858.5,,18.011452,111673,2090304.5,,,,,,108062.93,10633,,0,,,492769,1,1
80,2005,0,0,,,6186,,321513,10990239,,,34.182877,54003,,134719,2514627.3,,18.66572,117644,2278428,,,,,,110925.8,10889,,0,,,510235,1,1
80,2006,0,0,,,5890,,330117,11711386,,,35.476471,59934,,140292,2702710.3,,19.264893,123296,2459067.3,,,,,,109519.7,11106,,0,,,530343,1,1
80,2007,0,0,,,5810,,338490,12701017,,,37.522575,69420,,145855,2885868.3,,19.785872,128694,2631600.8,,,,,,111033.98,11351,,0,,,553765,1,1
80,2008,0,0,,,5584,,325618,13267554,,,40.745762,95175,,151353,3062394.8,,20.233459,133775,2796653.3,,,,,,110221.67,11994,,0,,,572146,1,1
80,2009,0,0,,,6933,,316647,13253030,44.869999,10.2,41.854275,97474,,163724,3404512.3,,20.794216,156791,3179802.8,,,,,,224709.34,,,0,,,577845,1,1
80,2010,0,0,,,6943,,317740,13053831,44.400002,10.33,41.083374,102149,,170879,3553209,69.82,20.793715,163936,3334806.3,69.739998,,,,,218402.8,,,0,,,590770,1,1
80,2011,0,0,,,10913,,310627,12801046,45.09,10.56,41.210346,110686,7279,171786,3507222.5,69.940002,20.416229,148000,3145835.5,69.830002,,,,,189141.48,12873,,0,,,593099,1,1
80,2012,0,0,,,7487,,312512,12774187,,,40.875828,117489,,187395,3943556.8,,21.044086,179908,3712698.8,,,,,,230858.14,,,0,,,617396,1,1
80,2013,0,0,,,7639,,310370,12834121,,,41.351036,125513,,195087,4120790.5,,21.122835,187448,3870868,70.190002,,,,,249922.56,,,0,,,630970,1,1
80,2014,0,0,,,7643,,307313,12932046,,,42.081024,134871,,202250,4308180,,21.30126,194607,4057596.8,,,,,,250583.13,,,,,,644434,1,1
80,2015,0,0,,,7531,,305291,13145602,,,43.05925,143214,,209053,4454445.5,,21.307734,201522,4202371.5,,,,,,252073.55,,,,,,657558,1,1
80,2016,0,0,,,7531,,305291,13145602,,,43.05925,143214,,209053,4454445.5,,21.307734,201522,4202371.5,,,,,,252073.55,,,,,,657558,0,0
81,2001,0,0,,,,,16756,433373.41,,,25.864,400,2730,5075,,,7.2269945,5075,,,,,,,,,,0,,,22231,0,1
81,2002,0,0,,,,,17089,461344.78,,,26.997999,639,2651,5252,,,7.7820506,5252,,,,,,,,,,0,,,22980,0,1
